instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count
489,03/05/2012,2,1,5,0,4,1,2,22.96,26.86,0.77,0.13,764,5657,6421
490,04/05/2012,2,1,5,0,5,1,1,25.73,29.55,0.74,0.16,1069,5227,6296
491,05/05/2012,2,1,5,0,6,0,2,25.49,29.23,0.76,0.15,2496,4387,6883
492,06/05/2012,2,1,5,0,0,0,2,23.06,27.34,0.74,0.15,2135,4224,6359
493,07/05/2012,2,1,5,0,1,1,2,22.04,26.36,0.66,0.23,1008,5265,6273
494,08/05/2012,2,1,5,0,2,1,2,23.85,27.87,0.69,0.3,738,4990,5728
495,09/05/2012,2,1,5,0,3,1,2,23.58,27.65,0.74,0.22,620,4097,4717
496,10/05/2012,2,1,5,0,4,1,1,20.74,24.59,0.55,0.31,1026,5546,6572
497,11/05/2012,2,1,5,0,5,1,1,21.87,26.04,0.36,0.24,1319,5711,7030
498,12/05/2012,2,1,5,0,6,0,1,23.13,27.24,0.48,0.12,2622,4807,7429
499,13/05/2012,2,1,5,0,0,0,1,25.11,29.26,0.58,0.23,2172,3946,6118
500,14/05/2012,2,1,5,0,1,1,2,23.51,27.5,0.79,0.21,342,2501,2843
501,15/05/2012,2,1,5,0,2,1,2,25.08,28.82,0.79,0.15,625,4490,5115
502,16/05/2012,2,1,5,0,3,1,1,26.1,29.8,0.7,0.12,991,6433,7424
503,17/05/2012,2,1,5,0,4,1,1,24.33,28.63,0.52,0.23,1242,6142,7384
504,18/05/2012,2,1,5,0,5,1,1,23.13,27.56,0.52,0.14,1521,6118,7639
505,19/05/2012,2,1,5,0,6,0,1,24.6,28.35,0.46,0.08,3410,4884,8294
506,20/05/2012,2,1,5,0,0,0,1,25.45,29.2,0.53,0.25,2704,4425,7129
507,21/05/2012,2,1,5,0,1,1,2,24.53,28.28,0.81,0.23,630,3729,4359
508,22/05/2012,2,1,5,0,2,1,2,25.22,29.04,0.77,0.12,819,5254,6073
509,23/05/2012,2,1,5,0,3,1,2,25.49,29.23,0.77,0.1,766,4494,5260
510,24/05/2012,2,1,5,0,4,1,1,26.86,30.34,0.72,0.17,1059,5711,6770
511,25/05/2012,2,1,5,0,5,1,1,27.88,31.38,0.75,0.14,1417,5317,6734
512,26/05/2012,2,1,5,0,6,0,1,28.39,32.13,0.73,0.2,2855,3681,6536
513,27/05/2012,2,1,5,0,0,0,1,28.29,32.07,0.7,0.22,3283,3308,6591
514,28/05/2012,2,1,5,1,1,0,1,29.21,33.97,0.68,0.2,2557,3486,6043
515,29/05/2012,2,1,5,0,2,1,1,29.62,33.65,0.68,0.3,880,4863,5743
516,30/05/2012,2,1,5,0,3,1,2,26.92,30.56,0.67,0.13,745,6110,6855
517,31/05/2012,2,1,5,0,4,1,1,27.88,31.57,0.49,0.2,1100,6238,7338
518,01/06/2012,2,1,6,0,5,1,2,26.82,30.4,0.76,0.24,533,3594,4127
519,02/06/2012,2,1,6,0,6,0,1,23.92,28.31,0.55,0.19,2795,5325,8120
520,03/06/2012,2,1,6,0,0,0,1,24.7,28.76,0.49,0.18,2494,5147,7641
521,04/06/2012,2,1,6,0,1,1,1,24.5,28.91,0.49,0.28,1071,5927,6998
522,05/06/2012,2,1,6,0,2,1,2,22.17,26.29,0.61,0.21,968,6033,7001
523,06/06/2012,2,1,6,0,3,1,1,22.72,27.11,0.61,0.08,1027,6028,7055
524,07/06/2012,2,1,6,0,4,1,1,24.7,28.47,0.57,0.16,1038,6456,7494
525,08/06/2012,2,1,6,0,5,1,1,26.62,29.89,0.47,0.18,1488,6248,7736
526,09/06/2012,2,1,6,0,6,0,1,29.14,32.42,0.44,0.14,2708,4790,7498
527,10/06/2012,2,1,6,0,0,0,1,29.79,33.18,0.54,0.13,2224,4374,6598
528,11/06/2012,2,1,6,0,1,1,2,29.55,32.99,0.59,0.21,1017,5647,6664
529,12/06/2012,2,1,6,0,2,1,2,26.79,29.89,0.83,0.21,477,4495,4972
530,13/06/2012,2,1,6,0,3,1,1,26.89,30.56,0.58,0.34,1173,6248,7421
531,14/06/2012,2,1,6,0,4,1,1,26.58,31.22,0.57,0.25,1180,6183,7363
532,15/06/2012,2,1,6,0,5,1,1,26.21,29.99,0.59,0.18,1563,6102,7665
533,16/06/2012,2,1,6,0,6,0,1,25.9,29.74,0.5,0.17,2963,4739,7702
534,17/06/2012,2,1,6,0,0,0,1,24.29,28.6,0.6,0.14,2634,4344,6978
535,18/06/2012,2,1,6,0,1,1,2,23.3,27.24,0.78,0.17,653,4446,5099
536,19/06/2012,2,1,6,0,2,1,1,28.22,32.73,0.69,0.15,968,5857,6825
537,20/06/2012,2,1,6,0,3,1,1,32.08,36.05,0.59,0.11,872,5339,6211
538,21/06/2012,3,1,6,0,4,1,1,33.04,37.63,0.57,0.12,778,5127,5905
539,22/06/2012,3,1,6,0,5,1,1,31.88,36.21,0.57,0.18,964,4859,5823
540,23/06/2012,3,1,6,0,6,0,1,30,32.64,0.53,0.18,2657,4801,7458
541,24/06/2012,3,1,6,0,0,0,1,30.48,33.71,0.48,0.15,2551,4340,6891
542,25/06/2012,3,1,6,0,1,1,1,29.35,32.7,0.5,0.3,1139,5640,6779
543,26/06/2012,3,1,6,0,2,1,1,25.86,29.74,0.37,0.35,1077,6365,7442
544,27/06/2012,3,1,6,0,3,1,1,28.6,32.04,0.36,0.27,1077,6258,7335
545,28/06/2012,3,1,6,0,4,1,1,30.72,33.78,0.42,0.17,921,5958,6879
546,29/06/2012,3,1,6,0,5,1,1,34.2,39.33,0.49,0.17,829,4634,5463
547,30/06/2012,3,1,6,0,6,0,1,31.36,34.38,0.6,0.16,1455,4232,5687
548,01/07/2012,3,1,7,0,0,0,1,33.45,37.53,0.52,0.17,1421,4110,5531
549,02/07/2012,3,1,7,0,1,1,1,32.05,35.1,0.45,0.2,904,5323,6227
550,03/07/2012,3,1,7,0,2,1,1,32.01,35.13,0.49,0.13,1052,5608,6660
551,04/07/2012,3,1,7,1,3,0,1,32.36,36.62,0.54,0.13,2562,4841,7403
552,05/07/2012,3,1,7,0,4,1,1,33.93,38.07,0.46,0.19,1405,4836,6241
553,06/07/2012,3,1,7,0,5,1,1,33.96,37.63,0.45,0.15,1366,4841,6207
554,07/07/2012,3,1,7,0,6,0,1,35.33,40.25,0.49,0.16,1448,3392,4840
555,08/07/2012,3,1,7,0,0,0,1,33.72,39.52,0.57,0.13,1203,3469,4672
556,09/07/2012,3,1,7,0,1,1,2,29.14,32.7,0.68,0.18,998,5571,6569
557,10/07/2012,3,1,7,0,2,1,2,29.55,33.24,0.67,0.15,954,5336,6290
558,11/07/2012,3,1,7,0,3,1,1,29.38,32.51,0.63,0.15,975,6289,7264
559,12/07/2012,3,1,7,0,4,1,1,29.35,32.73,0.53,0.15,1032,6414,7446
560,13/07/2012,3,1,7,0,5,1,2,30,33.4,0.49,0.08,1511,5988,7499
561,14/07/2012,3,1,7,0,6,0,2,28.84,33.3,0.7,0.14,2355,4614,6969
562,15/07/2012,3,1,7,0,0,0,1,30.58,35.26,0.72,0.17,1920,4111,6031
563,16/07/2012,3,1,7,0,1,1,1,31.3,36.21,0.64,0.16,1088,5742,6830
564,17/07/2012,3,1,7,0,2,1,1,33.55,37.78,0.51,0.11,921,5865,6786
565,18/07/2012,3,1,7,0,3,1,1,32.53,37.28,0.58,0.14,799,4914,5713
566,19/07/2012,3,1,7,0,4,1,1,31.57,35.73,0.6,0.17,888,5703,6591
567,20/07/2012,3,1,7,0,5,1,2,27.3,30.65,0.84,0.21,747,5123,5870
568,21/07/2012,3,1,7,0,6,0,3,24.43,27.5,0.87,0.21,1264,3195,4459
569,22/07/2012,3,1,7,0,0,0,2,27.37,31.16,0.76,0.09,2544,4866,7410
570,23/07/2012,3,1,7,0,1,1,1,30.41,34.5,0.69,0.14,1135,5831,6966
571,24/07/2012,3,1,7,0,2,1,1,30.78,35.32,0.66,0.21,1140,6452,7592
572,25/07/2012,3,1,7,0,3,1,1,29.69,32.7,0.45,0.16,1383,6790,8173
573,26/07/2012,3,1,7,0,4,1,1,31.84,36.96,0.6,0.28,1036,5825,6861
574,27/07/2012,3,1,7,0,5,1,1,32.05,36.71,0.59,0.15,1259,5645,6904
575,28/07/2012,3,1,7,0,6,0,1,30.99,34.88,0.61,0.16,2234,4451,6685
576,29/07/2012,3,1,7,0,0,0,1,29.59,33.4,0.62,0.17,2153,4444,6597
577,30/07/2012,3,1,7,0,1,1,1,29.96,34.25,0.67,0.15,1040,6065,7105
578,31/07/2012,3,1,7,0,2,1,1,29.25,33.14,0.7,0.17,968,6248,7216
579,01/08/2012,3,1,8,0,3,1,1,29.42,33.37,0.68,0.14,1074,6506,7580
580,02/08/2012,3,1,8,0,4,1,1,30.85,35.35,0.66,0.13,983,6278,7261
581,03/08/2012,3,1,8,0,5,1,2,31.4,36.14,0.64,0.22,1328,5847,7175
582,04/08/2012,3,1,8,0,6,0,1,32.53,37.56,0.61,0.26,2345,4479,6824
583,05/08/2012,3,1,8,0,0,0,1,31.54,36.55,0.65,0.29,1707,3757,5464
584,06/08/2012,3,1,8,0,1,1,2,30.85,35.51,0.65,0.13,1233,5780,7013
585,07/08/2012,3,1,8,0,2,1,2,30.17,34.88,0.7,0.12,1278,5995,7273
586,08/08/2012,3,1,8,0,3,1,2,30.75,35.39,0.67,0.11,1263,6271,7534
587,09/08/2012,3,1,8,0,4,1,1,30.99,34.98,0.62,0.16,1196,6090,7286
588,10/08/2012,3,1,8,0,5,1,2,29.35,33.4,0.72,0.24,1065,4721,5786
589,11/08/2012,3,1,8,0,6,0,2,28.39,31.91,0.73,0.21,2247,4052,6299
590,12/08/2012,3,1,8,0,0,0,1,28.73,32.23,0.53,0.12,2182,4362,6544
591,13/08/2012,3,1,8,0,1,1,1,29.55,33.11,0.55,0.14,1207,5676,6883
592,14/08/2012,3,1,8,0,2,1,1,29.79,33.84,0.69,0.17,1128,5656,6784
593,15/08/2012,3,1,8,0,3,1,1,28.97,32.7,0.62,0.17,1198,6149,7347
594,16/08/2012,3,1,8,0,4,1,1,29.49,32.73,0.52,0.14,1338,6267,7605
595,17/08/2012,3,1,8,0,5,1,1,29.66,12.12,0.57,0.23,1483,5665,7148
596,18/08/2012,3,1,8,0,6,0,1,27.81,30.9,0.6,0.18,2827,5038,7865
597,19/08/2012,3,1,8,0,0,0,2,26.07,30.18,0.71,0.09,1208,3341,4549
598,20/08/2012,3,1,8,0,1,1,2,26.07,29.8,0.73,0.13,1026,5504,6530
599,21/08/2012,3,1,8,0,2,1,1,26.62,30.05,0.67,0.07,1081,5925,7006
600,22/08/2012,3,1,8,0,3,1,1,27.37,31.09,0.68,0.07,1094,6281,7375
601,23/08/2012,3,1,8,0,4,1,1,28.53,31.85,0.64,0.08,1363,6402,7765
602,24/08/2012,3,1,8,0,5,1,2,28.8,32.36,0.62,0.07,1325,6257,7582
603,25/08/2012,3,1,8,0,6,0,2,27.13,30.93,0.71,0.24,1829,4224,6053
604,26/08/2012,3,1,8,0,0,0,2,26.79,29.8,0.85,0.23,1483,3772,5255
605,27/08/2012,3,1,8,0,1,1,1,28.84,32.73,0.73,0.13,989,5928,6917
606,28/08/2012,3,1,8,0,2,1,1,29.86,33.3,0.62,0.19,935,6105,7040
607,29/08/2012,3,1,8,0,3,1,1,28.08,31.79,0.55,0.11,1177,6520,7697
608,30/08/2012,3,1,8,0,4,1,1,28.97,32.64,0.59,0.08,1172,6541,7713
609,31/08/2012,3,1,8,0,5,1,1,31.33,34.47,0.59,0.17,1433,5917,7350
610,01/09/2012,3,1,9,0,6,0,2,30.89,35.13,0.64,0.11,2352,3788,6140
611,02/09/2012,3,1,9,0,0,0,2,28.56,32.45,0.82,0.06,2613,3197,5810
612,03/09/2012,3,1,9,1,1,0,1,29.01,33.08,0.79,0.15,1965,4069,6034
613,04/09/2012,3,1,9,0,2,1,1,29.76,34.34,0.76,0.24,867,5997,6864
614,05/09/2012,3,1,9,0,3,1,1,30.2,35.45,0.74,0.19,832,6280,7112
615,06/09/2012,3,1,9,0,4,1,2,28.56,32.77,0.81,0.14,611,5592,6203
616,07/09/2012,3,1,9,0,5,1,1,28.84,32.86,0.74,0.17,1045,6459,7504
617,08/09/2012,3,1,9,0,6,0,2,27.03,30.56,0.8,0.28,1557,4419,5976
618,09/09/2012,3,1,9,0,0,0,1,25.01,28.95,0.55,0.22,2570,5657,8227
619,10/09/2012,3,1,9,0,1,1,1,23.92,28.28,0.5,0.26,1118,6407,7525
620,11/09/2012,3,1,9,0,2,1,1,23.68,27.71,0.52,0.09,1070,6697,7767
621,12/09/2012,3,1,9,0,3,1,1,24.57,28.5,0.58,0.13,1050,6820,7870
622,13/09/2012,3,1,9,0,4,1,1,25.11,28.98,0.64,0.08,1054,6750,7804
623,14/09/2012,3,1,9,0,5,1,1,25.97,29.7,0.67,0.1,1379,6630,8009
624,15/09/2012,3,1,9,0,6,0,1,24.94,29.29,0.5,0.25,3160,5554,8714
625,16/09/2012,3,1,9,0,0,0,1,23.78,28.16,0.57,0.09,2166,5167,7333
626,17/09/2012,3,1,9,0,1,1,2,23.81,27.65,0.73,0.15,1022,5847,6869
627,18/09/2012,3,1,9,0,2,1,2,25.56,28.25,0.87,0.36,371,3702,4073
628,19/09/2012,3,1,9,0,3,1,1,22.65,27.02,0.54,0.22,788,6803,7591
629,20/09/2012,3,1,9,0,4,1,1,22.41,26.61,0.62,0.12,939,6781,7720
630,21/09/2012,3,1,9,0,5,1,1,24.57,28.6,0.67,0.15,1250,6917,8167
631,22/09/2012,3,1,9,0,6,0,1,26.65,30.52,0.65,0.28,2512,5883,8395
632,23/09/2012,4,1,9,0,0,0,1,21.7,25.95,0.47,0.22,2454,5453,7907
633,24/09/2012,4,1,9,0,1,1,1,21.08,25.13,0.49,0.14,1001,6435,7436
634,25/09/2012,4,1,9,0,2,1,1,22.55,27.21,0.57,0.24,845,6693,7538
635,26/09/2012,4,1,9,0,3,1,1,26.04,29.83,0.63,0.24,787,6946,7733
636,27/09/2012,4,1,9,0,4,1,2,26.65,30.4,0.69,0.13,751,6642,7393
637,28/09/2012,4,1,9,0,5,1,2,25.39,29.29,0.69,0.16,1045,6370,7415
638,29/09/2012,4,1,9,0,6,0,1,22.24,26.51,0.54,0.23,2589,5966,8555
639,30/09/2012,4,1,9,0,0,0,1,21.59,25.88,0.58,0.13,2015,4874,6889
640,01/10/2012,4,1,10,0,1,1,2,21.35,25.6,0.65,0.09,763,6015,6778
641,02/10/2012,4,1,10,0,2,1,3,24.22,27.12,0.87,0.1,315,4324,4639
642,03/10/2012,4,1,10,0,3,1,2,26.96,29.96,0.79,0.07,728,6844,7572
643,04/10/2012,4,1,10,0,4,1,2,26.96,30.4,0.72,0.12,891,6437,7328
644,05/10/2012,4,1,10,0,5,1,1,25.22,29.01,0.63,0.11,1516,6640,8156
645,06/10/2012,4,1,10,0,6,0,1,22.72,26.93,0.66,0.27,3031,4934,7965
646,07/10/2012,4,1,10,0,0,0,2,17.05,20.99,0.71,0.14,781,2729,3510
647,08/10/2012,4,1,10,1,1,0,2,15.72,19.38,0.71,0.19,874,4604,5478
648,09/10/2012,4,1,10,0,2,1,2,18.31,21.91,0.76,0.19,601,5791,6392
649,10/10/2012,4,1,10,0,3,1,1,21.08,25.16,0.63,0.19,780,6911,7691
650,11/10/2012,4,1,10,0,4,1,1,17.84,21.56,0.46,0.18,834,6736,7570
651,12/10/2012,4,1,10,0,5,1,1,17.94,21.65,0.54,0.24,1060,6222,7282
652,13/10/2012,4,1,10,0,6,0,1,16.13,19.57,0.49,0.15,2252,4857,7109
653,14/10/2012,4,1,10,0,0,0,1,21.39,25.41,0.64,0.28,2080,4559,6639
654,15/10/2012,4,1,10,0,1,1,2,23.03,26.96,0.71,0.3,760,5115,5875
655,16/10/2012,4,1,10,0,2,1,1,19.2,23.04,0.56,0.18,922,6612,7534
656,17/10/2012,4,1,10,0,3,1,1,18.69,22.51,0.69,0.1,979,6482,7461
657,18/10/2012,4,1,10,0,4,1,2,21.42,25.63,0.73,0.24,1008,6501,7509
658,19/10/2012,4,1,10,0,5,1,2,23.1,26.89,0.82,0.13,753,4671,5424
659,20/10/2012,4,1,10,0,6,0,1,19.85,23.64,0.57,0.12,2806,5284,8090
660,21/10/2012,4,1,10,0,0,0,1,19.03,22.82,0.51,0.17,2132,4692,6824
661,22/10/2012,4,1,10,0,1,1,1,19.99,24.15,0.57,0.08,830,6228,7058
662,23/10/2012,4,1,10,0,2,1,1,22.31,26.52,0.64,0.09,841,6625,7466
663,24/10/2012,4,1,10,0,3,1,1,24.09,27.94,0.64,0.07,795,6898,7693
664,25/10/2012,4,1,10,0,4,1,2,22.55,26.48,0.8,0.12,875,6484,7359
665,26/10/2012,4,1,10,0,5,1,2,22.38,26.14,0.81,0.13,1182,6262,7444
666,27/10/2012,4,1,10,0,6,0,2,21.73,25.76,0.72,0.24,2643,5209,7852
667,28/10/2012,4,1,10,0,0,0,2,19.58,23.39,0.69,0.4,998,3461,4459
668,29/10/2012,4,1,10,0,1,1,3,18.04,21.97,0.88,0.36,2,20,22
669,30/10/2012,4,1,10,0,2,1,2,13.05,15.5,0.83,0.21,87,1009,1096
670,31/10/2012,4,1,10,0,3,1,2,14.66,18.06,0.67,0.17,419,5147,5566
671,01/11/2012,4,1,11,0,4,1,2,15,18.5,0.58,0.16,466,5520,5986
672,02/11/2012,4,1,11,0,5,1,1,14.56,17.8,0.52,0.27,618,5229,5847
673,03/11/2012,4,1,11,0,6,0,2,14.08,16.19,0.49,0.27,1029,4109,5138
674,04/11/2012,4,1,11,0,0,0,1,13.36,16.48,0.53,0.18,1201,3906,5107
675,05/11/2012,4,1,11,0,1,1,1,13.09,15.4,0.49,0.24,378,4881,5259
676,06/11/2012,4,1,11,0,2,1,1,11.51,14.08,0.57,0.17,466,5220,5686
677,07/11/2012,4,1,11,0,3,1,2,12.13,13.73,0.55,0.3,326,4709,5035
678,08/11/2012,4,1,11,0,4,1,1,14.44,17.09,0.33,0.35,340,4975,5315
679,09/11/2012,4,1,11,0,5,1,1,14.83,17.77,0.54,0.21,709,5283,5992
680,10/11/2012,4,1,11,0,6,0,1,15.96,19.7,0.65,0.06,2090,4446,6536
681,11/11/2012,4,1,11,0,0,0,1,17.25,21.09,0.66,0.13,2290,4562,6852
682,12/11/2012,4,1,11,1,1,0,1,19.88,23.77,0.74,0.17,1097,5172,6269
683,13/11/2012,4,1,11,0,2,1,2,14.08,16.16,0.66,0.34,327,3767,4094
684,14/11/2012,4,1,11,0,3,1,1,11.86,14.08,0.55,0.2,373,5122,5495
685,15/11/2012,4,1,11,0,4,1,2,13.19,16.22,0.62,0.15,320,5125,5445
686,16/11/2012,4,1,11,0,5,1,1,14.14,17.36,0.52,0.17,484,5214,5698
687,17/11/2012,4,1,11,0,6,0,1,13.32,16.32,0.55,0.18,1313,4316,5629
688,18/11/2012,4,1,11,0,0,0,1,14.04,16.89,0.69,0.23,922,3747,4669
689,19/11/2012,4,1,11,0,1,1,2,15.61,18.78,0.62,0.24,449,5050,5499
690,20/11/2012,4,1,11,0,2,1,2,15.34,19.03,0.68,0.08,534,5100,5634
691,21/11/2012,4,1,11,0,3,1,1,14.49,18.24,0.61,0.1,615,4531,5146
692,22/11/2012,4,1,11,1,4,0,1,13.94,17.52,0.58,0.05,955,1470,2425
693,23/11/2012,4,1,11,0,5,1,1,15.1,18.94,0.57,0.15,1603,2307,3910
694,24/11/2012,4,1,11,0,6,0,1,11.41,12.44,0.4,0.38,532,1745,2277
695,25/11/2012,4,1,11,0,0,0,1,10.08,12.88,0.47,0.15,309,2115,2424
696,26/11/2012,4,1,11,0,1,1,1,12.85,16.95,0.54,0.05,337,4750,5087
697,27/11/2012,4,1,11,0,2,1,2,11.96,14.08,0.79,0.24,123,3836,3959
698,28/11/2012,4,1,11,0,3,1,1,12.16,14.49,0.51,0.21,198,5062,5260
699,29/11/2012,4,1,11,0,4,1,1,11.52,14.92,0.56,0.12,243,5080,5323
700,30/11/2012,4,1,11,0,5,1,1,12.23,16.19,0.65,0.06,362,5306,5668
701,01/12/2012,4,1,12,0,6,0,2,12.23,15.85,0.81,0.06,951,4240,5191
702,02/12/2012,4,1,12,0,0,0,2,14.25,17.96,0.82,0.12,892,3757,4649
703,03/12/2012,4,1,12,0,1,1,1,18.55,22.79,0.77,0.08,555,5679,6234
704,04/12/2012,4,1,12,0,2,1,1,19.51,23.45,0.73,0.17,551,6055,6606
705,05/12/2012,4,1,12,0,3,1,1,17.97,21.4,0.48,0.32,331,5398,5729
706,06/12/2012,4,1,12,0,4,1,1,10.49,12.91,0.51,0.17,340,5035,5375
707,07/12/2012,4,1,12,0,5,1,2,13.15,16.1,0.76,0.13,349,4659,5008
708,08/12/2012,4,1,12,0,6,0,2,15.65,19.48,0.91,0.1,1153,4429,5582
709,09/12/2012,4,1,12,0,0,0,2,15.75,19.51,0.91,0.16,441,2787,3228
710,10/12/2012,4,1,12,0,1,1,2,17.87,21.78,0.92,0.19,329,4841,5170
711,11/12/2012,4,1,12,0,2,1,2,14.49,16.92,0.6,0.3,282,5219,5501
712,12/12/2012,4,1,12,0,3,1,2,12.2,14.87,0.54,0.16,310,5009,5319
713,13/12/2012,4,1,12,0,4,1,1,12.13,14.71,0.49,0.17,425,5107,5532
714,14/12/2012,4,1,12,0,5,1,1,11.55,14.71,0.64,0.13,429,5182,5611
715,15/12/2012,4,1,12,0,6,0,1,13.29,16.92,0.65,0.11,767,4280,5047
716,16/12/2012,4,1,12,0,0,0,2,14.86,18.5,0.84,0.1,538,3248,3786
717,17/12/2012,4,1,12,0,1,1,2,16.13,20.08,0.91,0.1,212,4373,4585
718,18/12/2012,4,1,12,0,2,1,1,16.84,20.49,0.67,0.22,433,5124,5557
719,19/12/2012,4,1,12,0,3,1,1,13.63,17.11,0.63,0.18,333,4934,5267
720,20/12/2012,4,1,12,0,4,1,2,13.53,16.76,0.67,0.13,314,3814,4128
721,21/12/2012,1,1,12,0,5,1,2,13.39,15.09,0.56,0.37,221,3402,3623
722,22/12/2012,1,1,12,0,6,0,1,10.9,11.81,0.44,0.41,205,1544,1749
723,23/12/2012,1,1,12,0,0,0,1,10.08,12.97,0.52,0.13,408,1379,1787
724,24/12/2012,1,1,12,0,1,1,2,9.48,12.94,0.79,0.08,174,746,920
725,25/12/2012,1,1,12,1,2,0,2,11.94,14.72,0.73,0.17,440,573,1013
726,26/12/2012,1,1,12,0,3,1,3,9.98,11.02,0.82,0.32,9,432,441
727,27/12/2012,1,1,12,0,4,1,2,10.42,11.33,0.65,0.35,247,1867,2114
728,28/12/2012,1,1,12,0,5,1,2,10.39,12.75,0.59,0.16,644,2451,3095
729,29/12/2012,1,1,12,0,6,0,2,10.39,12.12,0.75,0.12,159,1182,1341
730,30/12/2012,1,1,12,0,0,0,1,10.49,11.58,0.48,0.35,364,1432,1796
731,31/12/2012,1,1,12,0,1,1,2,8.85,11.17,0.58,0.15,439,2290,2729